id,name,platform_id,logo,description,created_at,website
14253,"Tomcat System",58,None,None,"2014-01-10 00:16:15.375000",None
14254,"Powerhouse Animation Studios",36,None,None,"2014-01-10 01:22:59.993000",None
14255,"Eight Ball Sound",0,None,None,"2014-01-11 10:31:19.563999",None
14256,"West Productions",0,None,None,"2014-01-11 10:31:20.513000",None
14257,"SPG Studios",0,None,None,"2014-01-11 10:31:23.605999",None
14258,Interplay,8,None,None,"2014-01-11 10:31:27.424999",None
14259,"Vector Unit",6,https://images.igdb.com/igdb/image/upload//ks3fxxosdsxwh34zqe4j.png,None,"2014-01-11 13:53:48.803999",http://www.vectorunit.com/
14260,"CSK Research Institute",13,None,None,"2014-01-11 15:02:44.710000",None
14261,"CRI Middleware",23,None,None,"2014-01-11 15:05:25.374000",None
14262,"Konami Computer Entertainment Yokohama",22,None,None,"2014-01-11 15:15:27.068000",None
14263,"Black Dragon Productions",6,None,None,"2014-01-11 17:43:11.963000",None
14264,"East Point Software LTD",6,None,None,"2014-01-11 18:10:54.494999",None
14265,"Mistic Studios",6,None,None,"2014-01-12 10:59:14.982000",None
14266,"Nimbus Games",6,None,None,"2014-01-12 10:59:15.026999",None
14267,Transposia,6,None,None,"2014-01-12 16:45:03.260999",None
14268,"Humongous Inc",20,None,None,"2014-01-12 16:55:42.957000",None
14269,"PopCap Games",6,None,None,"2014-01-13 15:11:43.167999",None
14270,"Oberon Media",6,None,None,"2014-01-13 22:50:09.326999",None
14271,"EON Digital Entertainment",6,None,None,"2014-01-13 22:55:17.303999",None
14272,"New Crayon Games",6,None,None,"2014-01-14 00:01:23.911999",None
14273,"Ubisoft Blue Byte",6,https://images.igdb.com/igdb/image/upload//hc5uq4tdm1nlcqlyvnra.png,None,"2014-01-14 04:07:56.701999",None
14274,"Sanzaru Games",5,None,None,"2014-01-14 07:17:42.775000",None
14275,"Exakt Entertainment",6,None,None,"2014-01-15 10:09:56.219000",None
14276,"Idol Minds",9,None,None,"2014-01-16 09:30:41.895999",None
14277,"Reef Entertainment",5,None,None,"2014-01-17 00:34:03.349999",None
14278,"Strike games",6,None,None,"2014-01-18 01:30:33.529999",None
14279,"Tiny Swarm",6,None,None,"2014-01-18 01:31:24.312999",None
14280,"Team6 Game Studios",6,None,None,"2014-01-18 08:25:56.539000",None
14281,Helixe,20,None,None,"2014-01-18 09:25:27.569999",None
14282,Hitmaker,8,None,None,"2014-01-18 09:40:29.755000",None
14283,"Creat Studios, Inc.",6,None,None,"2014-01-18 09:44:35.148000",http://www.creatstudios.com/index.php
14284,"Lucky Chicken Games",8,None,None,"2014-01-18 09:55:29.619999",None
14285,"Etranges Libellulles",6,None,None,"2014-01-18 10:01:09.036000",None
14286,"Velez & Dubail",22,None,None,"2014-01-18 10:01:09.076999",None
14287,"Climax Brighton",8,None,None,"2014-01-18 10:03:54.644000",None
14288,"THQ Studio Oz",5,None,None,"2014-01-18 10:13:32.479000",None
14289,tri-Crescendo,8,None,None,"2014-01-18 10:37:51.046999",None
14290,"Eclipse Productions",13,None,None,"2014-01-18 19:34:26.556999",None
14291,Nelvana,21,None,None,"2014-01-18 19:55:06.115999",None
14292,"Flying Edge",18,None,None,"2014-01-19 02:58:11.128000",None
14293,"Image Works",13,None,None,"2014-01-19 08:49:09.832999",None
14294,"Digital Fiction",24,None,None,"2014-01-19 09:01:59.953000",None
14295,"Polygon Magic",7,None,None,"2014-01-19 09:07:55.984999",None
14296,"Viz Media",5,None,None,"2014-01-19 09:10:24.391999",None
14297,"Shonen Jump",5,None,None,"2014-01-19 09:10:24.430000",None
14298,Racjin,8,https://images.igdb.com/igdb/image/upload//rmmbq7y7y5i3asfh5xn1.png,None,"2014-01-19 09:41:45.137000",http://www.racjin.co.jp/
14299,"Barking Lizards Technologies",8,https://images.igdb.com/igdb/image/upload//ov41khdsvtvtxir0dk8t.png,None,"2014-01-19 09:44:38.253000",http://www.barkinglizards.com/
14300,"Compulsion Games",6,https://images.igdb.com/igdb/image/upload//nlfrivqiy3lyjqvpjqo8.png,"Compulsion is 20 people squatting in an old gramophone factory in Saint Henri, MontrÃ©al. Founded in 2009, we want to create interesting, fun games that are out of the ordinary. We like to think of ourselves as craftsmen, who create games that we love and are proud of. We make games because weâre excited about them, and about the concepts and ideas they contain (like shadow shifting, or a talking mask).","2014-01-19 09:56:12.303999",http://compulsiongames.com/
14301,"Magic Wand Productions",5,None,None,"2014-01-19 10:06:14.539000",None
14302,"FUN Labs",5,https://images.igdb.com/igdb/image/upload//p7eb4ygqbgqm5relvudb.png,None,"2014-01-19 10:06:14.579999",http://www.funlabs.com/
14303,"Sand Grain Studios",5,None,None,"2014-01-19 10:06:14.632999",None
14304,"The Harvey Entertainment Company",8,None,None,"2014-01-19 10:37:57.825999",None
14305,"Play It!",8,None,None,"2014-01-19 10:46:30.895999",None
14306,"Pseudo Interactive",12,None,None,"2014-01-19 10:46:30.940000",None
14307,"O-3 Entertainment",8,None,None,"2014-01-19 10:51:14.966000",None
14308,"Able Corporation",8,None,None,"2014-01-19 10:51:15.015000",None
14309,"Neko Entertainment",8,None,None,"2014-01-19 11:45:51.411999",None
14310,"Skip Ltd.",5,None,None,"2014-01-19 11:49:09.127000",None
14311,"Pivotal Games",6,None,None,"2014-01-19 12:15:29.647000",None
14312,"Gotham Games",6,None,None,"2014-01-19 12:19:24.753000",None
14313,"Saru Brunei",21,None,None,"2014-01-19 12:23:51.223999",None
14314,"4Kids Entertainment",8,None,None,"2014-01-19 12:28:37.322999",None
14315,"Daewon Media",8,None,None,"2014-01-19 12:28:37.391999",None
14316,Cinepix,8,None,None,"2014-01-19 12:28:37.438999",None
14317,"Universal Pictures",6,None,None,"2014-01-19 12:32:09.828000",None
14318,"Oxygen Games",6,https://images.igdb.com/igdb/image/upload//fbwlqfbpivz4n7crglbt.png,None,"2014-01-19 13:29:39.168999",http://www.oxygengames.net/
14319,"Boston Animation",6,None,None,"2014-01-19 13:29:39.207000",None
14320,"Acclaim Max Sports",8,None,None,"2014-01-19 13:53:21.734999",None
14321,"EA Sports BIG",8,https://images.igdb.com/igdb/image/upload//mnyr17ibbyad1wmlyjgj.png,None,"2014-01-19 14:07:51.237999",None
14322,"NDA Productions",8,None,None,"2014-01-19 16:09:39.075000",None
14323,Tomy,20,None,None,"2014-01-19 17:17:00.444999",None
14324,"Dragonstone Software",6,None,None,"2014-01-19 23:47:23.509999",None
14325,Bitstep,8,None,None,"2014-01-19 23:51:24.703000",None
14326,"Lego Interactive",6,None,None,"2014-01-19 23:59:57.769000",None
14327,"Silicon Knights",5,None,"Silicon Knights was a game development company Headquartered in St. Catharines, Ontario, Canada, founded in 1992 by Denis Dyack. 

In 2007, Silicon Knights sued Epic Games, the developers of the Unreal Engine, about their losses and problems related to Unreal Engine 3. However, on August 9, 2007, Epic Games counter-sued Silicon Knights over, among other things, copyright infringement related to Unreal Engine. 

Epic Games won on May 30, 2012. This case led Silicon Knights to multiple lawsuits, resulting in the company filing for bankruptcy on May 16, 2014.","2014-01-20 00:31:11.607000",None
14328,"Sting Entertainment",121,None,None,"2014-01-20 00:39:53.289000",None
14329,"Entertainment Software Publishings",7,None,None,"2014-01-20 00:39:53.334000",None
14330,"Deibus Studios",8,None,None,"2014-01-20 10:18:24.729000",None
14331,"Konami HWI",6,None,None,"2014-01-20 10:27:48.871000",None
14332,"Idea Factory",6,https://images.igdb.com/igdb/image/upload//rchxspxg2ifa1vzydksg.png,"Idea Factory (ã¢ã¤ãã£ã¢ãã¡ã¯ããªã¼) is a Japanese video game developer and publisher founded by former employees of Data East headed by company president Koichi Ota and vice president Shingo Kuwana. On 30 September 2013, Idea Factory opened their international branch based in California, under the name Idea Factory International.","2014-01-20 14:22:16.013999",http://www.ideaf.co.jp/
14333,"Midway Games West",8,None,None,"2014-01-20 14:28:10.299000",None
14334,Poponchi,21,None,None,"2014-01-20 15:09:09.263999",None
14335,"King of the Jungle",6,None,None,"2014-01-20 15:24:45.938999",None
14336,MTO,24,None,None,"2014-01-20 15:26:18.411000",None
14337,"Inevitable Entertainment",6,None,None,"2014-01-20 19:03:31.392999",None
14338,Lavastorm,21,None,None,"2014-01-20 19:05:57.263999",None
14339,G.rev,23,None,None,"2014-01-20 20:36:04.171999",None
14340,"ESP Software",7,None,None,"2014-01-20 20:36:04.213999",None
14341,"Virtual Play Games",6,None,None,"2014-01-21 10:03:57.211999",None
14342,"JV Games",6,None,None,"2014-01-21 10:24:04.128999",None
14343,"TransGaming Inc.",6,None,None,"2014-01-21 10:24:04.177999",None
14344,"Evolved Games",8,None,None,"2014-01-21 10:30:21.992000",None
14345,"Tate Interactive",5,None,None,"2014-01-21 10:33:54.463999",None
14346,"Konami Studios",8,None,None,"2014-01-21 16:41:52.930999",None
14347,Dupuis,6,None,None,"2014-01-21 17:23:46.723000",None
14348,"Adrenium Games",11,None,None,"2014-01-21 18:01:59.601000",None
14349,"Twisted Pixel",6,https://images.igdb.com/igdb/image/upload//e84o7jgkyochc8fnjfm0.png,"Twisted Pixel is the studio behind the 2009 IGF finalist and 2008 PAX 10 Audience Choice Award winning game The Maw, followed by the award winning Splosion Man, Comic Jumper, Ms. Splosion Man, Kinect exclusive The Gunstringer, and Xbox One launch title LocoCycle. Twisted Pixel continues their focus on creating character-driven original games.","2014-01-21 18:22:13.563999",http://twistedpixelgames.com/
14350,"New Line Cinema",8,None,None,"2014-01-21 19:12:18.431999",None
14351,"2K Sports",5,https://images.igdb.com/igdb/image/upload//glh15cesuwj3ltpdquwo.png,None,"2014-01-21 22:55:50.930999",http://www.2ksports.com/
14352,"NOW Production",5,None,None,"2014-01-21 23:03:54.391999",None
14353,"Nintendo SPD Group No. 4",5,None,None,"2014-01-21 23:13:32.888999",None
14354,"Team Fusion",8,None,None,"2014-01-21 23:25:01.809999",None
14355,Dearsoft,8,None,None,"2014-01-21 23:36:19.517999",None
14356,ITL,8,None,None,"2014-01-21 23:36:19.561000",None
14357,Datel,8,None,None,"2014-01-21 23:38:48.476000",None
14358,CodeJunkies,92,None,None,"2014-01-21 23:38:48.505000",None
14359,tri-Ace,7,https://images.igdb.com/igdb/image/upload//jcvpss5zfl0rfast9xaz.png,"""tri-Ace, Inc. is a software house, established in March 1995.

In March 2015, we became a part of Nepro Group. We'll continue focusing on game development for different platforms including traditional consoles as well as mobiles and smartphones.""","2014-01-21 23:42:14.859999",http://www.tri-ace.co.jp/en/
14360,"Atomic Planet Entertainment",8,https://images.igdb.com/igdb/image/upload//lztqoips4ekzti91ml76.png,None,"2014-01-21 23:52:02.990000",None
14361,"Melbourne House",15,None,None,"2014-01-22 00:02:41.673000",None
14362,"Swingin' Ape Studios",8,None,None,"2014-01-22 00:06:38.030999",None
14363,"Genuine Games",8,None,None,"2014-01-22 13:13:17.401000",None
14364,Interscope,8,None,None,"2014-01-22 13:13:17.558000",None
14365,"John Gray",13,None,None,"2014-01-22 14:22:11.766999",None
14366,"Ubisoft Barcelona",5,None,None,"2014-01-22 14:36:37.707999",None
14367,"Unique Development Studios",8,None,None,"2014-01-22 14:44:49.717000",None
14368,"Kush Games",8,None,None,"2014-01-22 15:46:18.855000",None
14369,Vivarium,24,None,None,"2014-01-22 18:10:56.075000",None
14370,"PIN Change",21,None,None,"2014-01-22 18:12:38.950000",None
14371,"4Kids TV",8,None,None,"2014-01-22 18:19:41.463999",None
14372,"Toei Animation",8,None,None,"2014-01-22 18:19:41.556999",None
14373,Ganbarion,5,None,None,"2014-01-22 18:19:41.832999",None
14374,Sofdec,8,None,None,"2014-01-22 18:19:42.089999",None
14375,ADX,8,None,None,"2014-01-22 18:19:42.355999",None
14376,"Cat Daddy Games",6,https://images.igdb.com/igdb/image/upload//a32yvi5xzurmxbijgxz6.png,"Cat Daddy Games, L.L.C. is a video game developer based in Kirkland, Washington that has developed games for publishers Take-Two Interactive, Activision, Electronic Arts, Sierra Entertainment, and Microsoft. Harley Howe and Pat Wilkinson created Cat Daddy in 1996 and started developing several well-known Tycoon series of games and its production of casual titles. Cat Daddy is currently a wholly owned subsidiary of Take-Two Interactive Software, Inc. and is best known for its Carnival series of games for the Wii, Nintendo DS and Xbox 360.

Cat Daddy had a hit with the release of Carnival Games for both the Wii and Nintendo DS, with the former shipping over 7 million copies worldwide, making it one of the biggest titles for the Wii, and was certified Platinum. Carnival Games: Mini-Golf was released in 2008, to similar numbers. A true sequel, New Carnival Games was released on September 21, 2010. In 2011, Cat Daddy Games did their first Kinect game, Monkey See Monkey Do Carnival Games, the following year in 2012 produced their first Nintendo 3DS game: Carnival Games Wild West 3D and Let's Cheer! for Kinect.

The studio is focused on mobile titles, recently releasing Comedy Central's Indecision Game, House Pest starring Fiasco the Cat, Gridblock and Herd, Herd, Herd for iPhone, iPad &amp; Android.","2014-01-22 18:33:20.563999",http://www.catdaddy.com/
14377,"2K Play",6,https://images.igdb.com/igdb/image/upload//ljp6xt7bhf53cblxiyvz.png,None,"2014-01-22 18:35:26.723000",http://www.2kgames.com/2kplay/
14378,"Phoenix Games Studios",8,None,None,"2014-01-22 19:04:48.082999",None
14379,"Media Kite",21,None,None,"2014-01-22 19:30:38.094000",None
14380,"Awesome Developments",6,None,None,"2014-01-22 19:33:18.384000",None
14381,"Acclaim Studios Austin",8,None,None,"2014-01-22 19:58:41.201999",None
14382,"Encore Software Inc.",6,None,None,"2014-01-23 17:41:42.552000",None
14383,AM5,6,None,None,"2014-01-23 17:45:32.881000",None
14384,AM3,6,None,None,"2014-01-23 17:45:32.921000",None
14385,"United Games Artists",6,None,None,"2014-01-23 17:45:32.967000",None
14386,"Cranky Pants Games",6,None,None,"2014-01-23 18:03:14.454999",None
14387,"Global A Entertainment",21,None,None,"2014-01-23 18:09:21.713999",None
14388,"Evolution Games",8,None,None,"2014-01-23 19:20:39.790999",None
14389,"MGM Interactive",8,None,None,"2014-01-23 19:26:46.407999",None
14390,"Steel Monkeys",6,None,None,"2014-01-23 19:26:46.707999",None
14391,"Whoopee Camp",7,None,None,"2014-01-23 19:41:02.444999",None
14392,"GungHo Online Entertainment, Inc.",6,https://images.igdb.com/igdb/image/upload//tcrtf44cph0gxyzo15e1.png,"Founded as ONSale Co., Ltd. in 1998, The company didn't get involved in game development till 2002 when they changed there name to GungHo Online Entertainment, Inc. and released Ragnarok Online later that year.","2014-01-23 19:41:02.575000",http://www.gungho.co.jp/
14393,"MonkeyPaw Games",7,None,None,"2014-01-23 19:41:02.655999",None
14394,BEC,21,None,None,"2014-01-23 19:41:16.539000",None
14395,Humagade,5,None,None,"2014-01-23 19:46:39.404000",None
14396,"Tecmo Co., Ltd.",78,None,None,"2014-01-23 20:02:18.463999",None
14397,"Sega Studio USA",38,None,None,"2014-01-23 20:08:08.621000",None
14398,"Pitbull Syndicate",6,None,None,"2014-01-23 22:15:26.414000",None
14399,"Sony Music Entertainment Japan",7,None,None,"2014-01-23 22:57:39.855999",None
14400,Eidetic,7,None,None,"2014-01-23 23:09:58.724999",None
14401,"Funcom Dublin Ltd.",7,None,None,"2014-01-24 00:17:08.586999",None
14402,"Naps Team",24,None,None,"2014-01-24 03:05:46.046999",None
14403,"Yuke's Future Media Creators",8,None,None,"2014-01-24 04:09:29.586999",None
14404,DreamFactory,7,None,None,"2014-01-24 04:16:06.608999",None
14405,"Sugar and Rockets",7,None,None,"2014-01-24 05:21:56.311000",None
14406,"Metro Graphics",7,None,None,"2014-01-24 05:27:37.319000",None
14407,"Fube Industries Ltd.",6,None,None,"2014-01-24 05:47:50.887000",None
14408,"Tuning Electronic",6,None,None,"2014-01-24 11:38:42.194999",None
14409,"Kids Station",6,None,None,"2014-01-24 11:56:34.433000",None
14410,"XS Games",6,None,None,"2014-01-24 11:56:34.585999",None
14411,"Play It Games",6,None,None,"2014-01-24 11:56:34.686000",None
14412,"Sunrise Interactive",8,None,None,"2014-01-24 11:59:58.224999",None
14413,Ideaworks3D,8,None,None,"2014-01-24 13:39:11.405999",None
14414,Overworks,23,None,None,"2014-01-24 13:42:48.888000",None
14415,"Tommo Inc",8,None,None,"2014-01-24 14:10:43.326999",None
14416,"Wanadoo Edition",6,None,None,"2014-01-24 14:34:36.273999",None
14417,"Kuusou Kagaku",7,None,None,"2014-01-24 20:51:06.456000",None
14418,Contrail,8,None,None,"2014-01-24 20:55:38.177999",None
14419,Equinoxe,8,None,None,"2014-01-25 08:49:31.163000",None
14420,"Check Six Games",8,None,None,"2014-01-25 08:49:31.200999",None
14421,"LAB Rats Games",8,None,None,"2014-01-25 09:32:04.190999",None
14422,"Zombie Studios",6,https://images.igdb.com/igdb/image/upload//td87xwlbcfxh1aeyd8yd.png,None,"2014-01-25 09:38:47.625999",http://www.zombie.com/
14423,Garakuta-Studios,8,None,None,"2014-01-25 20:26:59.015000",None
14424,"Blue Planet Software",6,None,None,"2014-01-25 20:38:13.671000",None
14425,"Konami Hawaii",6,None,None,"2014-01-25 20:43:38.592999",None
14426,"Jagex Games Studio",6,https://images.igdb.com/igdb/image/upload//fmkbnd8jt6xcalh4axx8.png,None,"2014-01-25 20:50:42.503999",http://www.jagex.com/
14427,"Hands-On Mobile",6,None,None,"2014-01-26 09:13:52.263999",None
14428,"NEC Interchannel",23,None,None,"2014-01-26 09:23:05.223999",None
14429,"Eden Games",6,https://images.igdb.com/igdb/image/upload//v7hmhtlczukg2rjofzsy.png,"The company was founded on 4th January 1998 as Eden Studios by StÃ©phane Baudet, FrÃ©dÃ©ric Jay and David Nadal. All three of them previously worked together at Infogrames as a part of the internal Eden development group. By forming the company, Eden became independent. The studio initially signed contracts with Infogrames for two V-Rally games, but asserted its independence by signing a publishing agreement with Electronic Arts in 1999.

In May 2002 the company was sold to the Infogrames Group (that later became Atari), which already held 19.8% of the company's shares. In September 2003 the name was changed to Eden Games S.A.S.

Most recently, the studio is known for the Alone in the Dark reboot (2008) and the Test Drive Unlimited series.","2014-01-26 09:49:20.664999",http://www.edengames.com
14430,"Team Viewtiful",8,None,None,"2014-01-26 09:54:21.381000",None
14431,"Clover Studio",5,https://images.igdb.com/igdb/image/upload//f5fdvjbpcc20shk5qxup.png,"""Clover Studio was an independent Japanese video game development studio funded by Capcom. The studio consisted largely of existing Capcom R&amp;D talent, who had formed the company (then called Studio 9) to give themselves greater executive control (and thus creative freedom), like Sega's semi-autonomous studios in the early 2000s. The studio focused largely on creating new intellectual property rather than sequels. When these failed to perform on par with Capcom's more popular series, Capcom attempted to merge the studio back into their internal R&amp;D. Those at the studio chose instead to leave the company, and Clover was dissolved.

Some of the key members of Clover founded Seeds Inc., a new development group that merged with ODD Incorporated in October 2007 to form PlatinumGames, which has since built up a staff composed of former Clover staff. Other members (including the art director of Åkami) went to join Ignition Entertainment at their Tokyo development studio.""","2014-01-26 09:54:21.463999",https://en.wikipedia.org/wiki/Clover_Studio
14432,NST,0,None,None,"2014-01-26 10:08:02.907999",None
14433,"",0,None,None,"2017-03-27 16:32:50.679611",None
14434,Bunkasha,8,None,None,"2014-01-27 06:43:35.895999",None
14435,"GenePool Software",6,None,None,"2014-01-27 07:22:43.132999",None
14436,"Mechanic Arms",5,None,None,"2014-01-27 07:53:42.839999",None
14437,"Bomico Entertainment Software",6,None,None,"2014-01-27 08:20:14.653000",None
14438,"7th Level",6,None,None,"2014-01-27 08:20:14.740999",None
14439,Arzest,37,None,None,"2014-01-27 17:59:21.260999",None
14440,"Data East USA",7,None,None,"2014-01-27 21:00:51.207999",None
14441,Escape,18,None,None,"2014-01-27 21:14:38.835000",None
14442,"Nova Games",33,None,None,"2014-01-27 21:27:49.049999",None
14443,"Dempa Shimbunsha",13,None,None,"2014-01-27 21:27:49.088999",None
14444,"Magnin and Associates",18,None,None,"2014-01-27 21:34:14.059000",None
14445,"Jordan Mechner",0,None,None,"2014-01-27 22:25:57.941999",None
14446,"Douglas E. Smith",0,None,None,"2014-01-27 22:30:55.920000",None
14447,Ariolasoft,15,None,None,"2014-01-27 22:30:56.065999",None
14448,"Home Data",13,None,None,"2014-01-27 22:52:09.509999",None
14449,Toaplan,18,None,None,"2014-01-27 22:55:04.717000",None
14450,"Axes Art Amuse",52,None,None,"2014-01-27 23:13:45.852999",None
14451,Nichibutsu,15,None,None,"2014-01-27 23:17:39.319999",None
14452,MicroGraphicImage,15,None,None,"2014-01-27 23:56:37.976000",None
14453,"Hwang Shinwei",18,None,None,"2014-01-28 19:22:48.536999",None
14454,"Hot Lava Games",6,None,None,"2014-01-28 20:09:16.404000",None
14455,Nordcurrent,5,None,None,"2014-01-28 23:39:01.017999",None
14456,"Palace Software",13,None,None,"2014-01-29 00:25:20.752000",None
14457,"Iron Tower Studio",6,https://images.igdb.com/igdb/image/upload//f1zljcj3e4u0xi6wx8os.png,None,"2014-01-29 00:56:10.638999",http://www.irontowerstudio.com/
14458,"Ubisoft Vancouver",9,None,None,"2014-01-29 17:38:41.823999",None
14459,"Metro 3D",8,None,None,"2014-01-29 17:44:23.296000",None
14460,"Wicked Witch Software",5,None,None,"2014-01-29 18:08:01.714999",None
14461,"AWE Productions",5,None,None,"2014-01-29 18:16:24.263000",None
14462,"Oxygen Studios",5,None,None,"2014-01-29 18:22:55.622999",None
14463,"Beast Studios",5,None,None,"2014-01-29 18:35:29.875000",None
14464,"Brash Entertainment",5,None,None,"2014-01-29 19:25:01.532999",None
14465,"Mud Duck Productions",8,None,None,"2014-01-29 19:39:31.263000",None
14466,"Vir2L Studios",42,None,None,"2014-01-29 19:39:31.368000",None
14467,Cing,20,None,"An independent video game developer headquartered Fukuoka, Japan. Developed some titles for Nintendo, among others. Filed for bankruptcy in 2010.","2014-01-29 20:02:11.970999",None
14468,Imageepoch,38,https://images.igdb.com/igdb/image/upload//v2qwoanoo5o9kgaywggy.png,"Imageepoch (ã¤ã¡ã¼ã¸ã¨ããã¯) was a Japanese video game developer based out of Tokyo, Japan. The company filed for bankruptcy in 2015, due to its declining sales and debt.","2014-01-29 20:09:46.778000",http://imageepoch.co.jp/
14469,"Gusto Games",6,None,None,"2014-01-29 20:19:58.236000",None
14470,"Transmission Games",6,None,None,"2014-01-29 20:19:58.325999",None
14471,"Panic Button Games",5,None,None,"2014-01-29 20:33:40.559000",None
14472,"Lightstorm Entertainment",5,None,None,"2014-01-29 20:39:41.760999",None
14473,"20th Century Fox Games",5,None,None,"2014-01-29 20:39:41.826999",None
14474,"SingleTrac Entertainment Technologies",7,None,None,"2014-01-30 01:33:10.897000",None
14475,"Silicon Studio",37,https://images.igdb.com/igdb/image/upload//ijusxj6zw79zrvnct6om.png,"Silicon Studio is a Japanese computer graphics technology company and video game developer based in Tokyo. As a technology company, Silicon Studio has produced several products in the 3D computer graphics field, including middleware software, such as a post-processing visual effects library called YEBIS, as well as general real-time graphics engines and game development engines, such as OROCHI and Mizuchi, a physically based rendering engine. As a video game developer, Silicon Studio has worked on different titles for several gaming platforms, most notably, the action-adventure game 3D Dot Game Heroes on the PlayStation 3, the role-playing video game Bravely Default on the Nintendo 3DS, and Fantasica on the iOS and Android mobile platforms.","2014-01-30 07:20:52.880000",http://www.siliconstudio.co.jp/en/
14476,"UFO Interactive Software",5,None,None,"2014-01-30 20:02:16.270999",None
14477,Psyclone,5,None,None,"2014-01-30 20:14:05.069000",None
14478,"Zoo Games",5,None,None,"2014-01-30 23:29:55.444999",None
14479,"Aksys Games",6,https://images.igdb.com/igdb/image/upload//gp3umi2sjz9usxfxteop.png,"Founded in 2006 in Torrance, California, Aksys Games Localization, Inc. is a localization studio and visionary video game publisher specializing in the Japanese-to-English translation of games and committed to publishing unique, multicultural, high-quality interactive content for all current-generation and next-generation platforms with its talented staff.","2014-01-30 23:50:00.191999",http://www.aksysgames.com/
14480,Google,34,None,None,"2014-01-31 08:44:37.401999",None
14481,"Oberon Interactive",39,None,None,"2014-01-31 10:01:47.561000",None
14482,Halch,5,None,None,"2014-01-31 10:30:42.476999",None
14483,"Game Mill Entertainment",5,None,None,"2014-01-31 11:06:02.411999",None
14484,"CokeM Interactive",20,None,None,"2014-01-31 11:06:02.552000",None
14485,"Icon Games Entertainment",5,None,None,"2014-01-31 11:08:02.584000",None
14486,"Happy Happening",5,None,None,"2014-01-31 11:11:33.407999",None
14487,"Quotix Software",5,None,None,"2014-01-31 11:37:50.007999",None
14488,"Virtual Toys",5,None,None,"2014-01-31 11:58:32.017999",None
14489,Nobilis,6,None,None,"2014-01-31 17:02:17.548000",None
14490,"",0,None,None,"2017-03-27 16:32:51.569037",None
14491,"Barnhouse Effect",5,None,None,"2014-01-31 17:09:37.993000",None
14492,SKONEC,5,None,None,"2014-01-31 17:09:38.092000",None
14493,Gamenauts,5,None,None,"2014-01-31 17:14:20.928999",None
14494,"Oxygen Interactive Software",6,https://images.igdb.com/igdb/image/upload//x0zdrckxnr8lsdhqn5wg.png,None,"2014-01-31 17:14:21.052000",None
14495,"Real Arcade",5,None,None,"2014-01-31 17:14:21.151999",None
14496,"Grounding Inc",49,None,None,"2014-01-31 20:20:31.763999",None
14497,"Iron Galaxy Studios",3,https://images.igdb.com/igdb/image/upload//bz8dmxxfvmlct04ecmwe.png,"Iron Galaxy is a Chicago based game development studio founded by industry veterans who have worked closely for years.   Each of our team members average over eleven years experience in various senior roles with a gameography that boasts published titles on every major gaming console since the original Sony PlayStation.  With a focus on big console technology including the Xbox 360 and Playstation3, our clients and partners rely on Iron Galaxyâs expertise and track record to execute on their most trusted brands.","2014-01-31 20:37:18.374000",http://irongalaxystudios.com/
14498,"One True Game Studios",6,None,None,"2014-01-31 20:37:18.431999",None
14499,"Foxconn Technology Group",0,None,None,"2014-02-01 07:20:15.841000",None
14500,"Slam Games",5,None,None,"2014-02-01 07:38:01.539000",None
14501,Toontraxx,5,None,None,"2014-02-01 07:44:01.923000",None
14502,"Frontline Studios",24,None,None,"2014-02-01 07:44:02.003000",None
14503,Zuxxes,5,None,None,"2014-02-01 07:44:02.125000",None
14504,"Ware Interactive",5,None,None,"2014-02-01 07:44:02.207999",None
14505,"Noviy Disk",6,None,None,"2014-02-01 07:47:59.334000",None
14506,"Extra Mile Studios",5,None,None,"2014-02-01 07:50:32.388999",None
14507,"Twelve Games",5,None,None,"2014-02-01 07:53:11.812000",None
14508,"Bold Games",5,None,None,"2014-02-01 07:55:25.940000",None
14509,"Taffy Entertainment",5,None,None,"2014-02-01 08:06:17.948999",None
14510,"War Drum Studios",5,https://images.igdb.com/igdb/image/upload//rfrbqfvqzlbog1d2otjn.png,"War Drum Studios is a game developer founded in 2007 based in Gainesville, Florida. The Studio is also focused on porting games for the Apple iOS, Android, PC, Sony PlayStation, and Microsoft Xbox.","2014-02-01 08:09:41.667999",http://www.wardrumstudios.com/
14511,"HyberDevbox Japan",5,None,None,"2014-02-01 08:23:31.910000",None
14512,"Octopus Studio",5,None,None,"2014-02-01 08:23:31.993999",None
14513,cerasus.media,5,None,None,"2014-02-01 08:26:09.785000",None
14514,"Novitas Publishing",5,None,None,"2014-02-01 08:38:42.549999",None
14515,"DTP Entertainment",6,None,None,"2014-02-01 08:38:42.608000",None
14516,"Pepper Games",5,None,None,"2014-02-01 08:38:42.687000",None
14517,"FAKT Software",6,None,None,"2014-02-01 08:38:42.742000",None
14518,"EA Bright Light",5,None,None,"2014-02-01 08:42:11.969000",None
14519,"Deep Silver Vienna",5,None,None,"2014-02-01 08:57:55.335000",None
14520,"Sproing Interactive Media",5,None,None,"2014-02-01 08:57:55.381999",None
14521,"Tango Gameworks",6,https://images.igdb.com/igdb/image/upload//v5nmxsaslpiw0i8cb3pb.png,"Tango Gameworks  was founded by Shinji Mikami, the creator of the Resident Evil series.
Their headquarters and in Tokyo, Japan.","2014-02-01 20:49:56.023999",None
14522,Daoka,49,None,None,"2014-02-01 20:54:49.082999",None
14523,"Young Horses",6,None,None,"2014-02-02 05:17:41.253999",None
